Water_flow,Temperature,DewPoint,Humidity,WindBearing,WindSpeed
[0.5591397765958814],[0.9002849002849004],[0.9617346938775508],[0.6020408163265306],[0.3805555555555556],[0.3333333333333333]
[0.5555555472587284],[0.9002849002849004],[0.9897959183673468],[0.6428571428571428],[0.5111111111111112],[0.3928571428571428]
[0.554360804146344],[0.8831908831908832],[0.9872448979591837],[0.6632653061224489],[0.49444444444444446],[0.3333333333333333]
[0.5949820699674123],[0.8433048433048433],[0.9668367346938775],[0.6836734693877551],[0.4138888888888889],[0.21428571428571427]
[0.5615292628206502],[0.8176638176638177],[0.9387755102040816],[0.673469387755102],[0.5527777777777778],[0.21428571428571427]
[0.5161290245500445],[0.8005698005698006],[0.9234693877551019],[0.673469387755102],[0.6555555555555556],[0.14285714285714285]
[0.4324970066831391],[0.7720797720797722],[0.9081632653061222],[0.6836734693877551],[0.6055555555555556],[0.10714285714285714]
[0.3942652270868395],[0.754985754985755],[0.9336734693877551],[0.7551020408163265],[0.7444444444444445],[0.07142857142857142]
[0.32676224123712305],[0.7350427350427351],[0.9285714285714284],[0.7755102040816326],[0.6916666666666667],[0.011904761904761904]
[0.23536439313971932],[0.7207977207977209],[0.9260204081632653],[0.7959183673469387],[0.5055555555555555],[0.09523809523809523]
[0.17921146685765432],[0.7065527065527066],[0.8979591836734693],[0.7653061224489796],[0.8722222222222222],[0.11904761904761904]
[0.16905615040238725],[0.6894586894586895],[0.8418367346938774],[0.6938775510204082],[0.6666666666666667],[0.08333333333333333]
[0.16308243484046542],[0.6695156695156695],[0.8418367346938774],[0.7244897959183673],[0.8944444444444445],[0.09523809523809523]
[0.22520907668445228],[0.6552706552706553],[0.8647959183673468],[0.7857142857142857],[0.016666666666666666],[0.11904761904761904]
[0.28195937452270947],[0.6666666666666666],[0.8163265306122447],[0.6836734693877551],[0.09722222222222222],[0.20238095238095236]
[0.41517323155356584],[0.6581196581196582],[0.8903061224489794],[0.836734693877551],[0.1388888888888889],[0.16666666666666666]
[0.6182795606589073],[0.7407407407407407],[0.9158163265306121],[0.7448979591836734],[0.061111111111111116],[0.20238095238095236]
[0.7216248548144436],[0.7891737891737892],[0.9897959183673468],[0.8061224489795917],[0.18611111111111112],[0.3333333333333333]
[0.7951015562260819],[0.8290598290598291],[0.9846938775510203],[0.7346938775510203],[0.3138888888888889],[0.2738095238095238]
[0.7066905509753502],[0.8632478632478633],[0.9897959183673468],[0.6938775510204082],[0.5083333333333333],[0.20238095238095236]
[0.6678613998228584],[0.9173789173789175],[0.9464285714285714],[0.5612244897959183],[0.5361111111111111],[0.2738095238095238]
[0.6726403722723958],[0.9430199430199431],[0.9617346938775508],[0.5510204081632653],[0.4083333333333333],[0.3571428571428571]
[0.6320191064513275],[0.9287749287749288],[0.971938775510204],[0.5816326530612245],[0.2888888888888889],[0.41666666666666663]
[0.5537634325901518],[0.9259259259259259],[0.9693877551020407],[0.5816326530612245],[0.29444444444444445],[0.47619047619047616]
[0.4994026209766633],[0.9031339031339032],[0.971938775510204],[0.6122448979591836],[0.25],[0.47619047619047616]
[0.5119474236566992],[0.868945868945869],[0.9770408163265305],[0.6632653061224489],[0.3194444444444445],[0.47619047619047616]
[0.531063313454849],[0.8376068376068376],[0.9872448979591837],[0.7244897959183673],[0.23055555555555557],[0.47619047619047616]
[0.5448028592472691],[0.8148148148148149],[0.9897959183673468],[0.7653061224489796],[0.21666666666666667],[0.23809523809523808]
[0.5824372672873765],[0.7891737891737892],[0.9897959183673468],[0.8061224489795917],[0.20833333333333334],[0.17857142857142855]
[0.5304659418986567],[0.7777777777777778],[0.9974489795918366],[0.836734693877551],[0.08611111111111111],[0.14285714285714285]
[0.45161289648128883],[0.7692307692307693],[0.9948979591836733],[0.846938775510204],[0.20833333333333334],[0.11904761904761904]
[0.43130226357075474],[0.7635327635327636],[1.0],[0.8673469387755102],[0.10277777777777779],[0.11904761904761904]
[0.34229390169811974],[0.754985754985755],[0.9974489795918366],[0.8775510204081632],[0.044444444444444446],[0.14285714285714285]
[0.2676224571740971],[0.7464387464387464],[0.9897959183673468],[0.8775510204081632],[0.0638888888888889],[0.13095238095238096]
[0.20191158599295717],[0.7350427350427351],[0.9693877551020407],[0.8571428571428571],[0.061111111111111116],[0.14285714285714285]
[0.16726403573381068],[0.7350427350427351],[0.9540816326530612],[0.8265306122448979],[0.9666666666666667],[0.10714285714285714]
[0.2694145718426736],[0.7407407407407407],[0.9591836734693877],[0.8265306122448979],[0.9611111111111111],[0.09523809523809523]
[0.1708482650709638],[0.7435897435897436],[0.9566326530612244],[0.8163265306122448],[0.5194444444444445],[0.047619047619047616]
[0.19772998509961193],[0.7435897435897436],[0.982142857142857],[0.8673469387755102],[0.46944444444444444],[0.19047619047619047]
[0.3428912732543119],[0.7407407407407407],[0.9693877551020407],[0.846938775510204],[0.17222222222222222],[0.19047619047619047]
[0.5250895978929272],[0.7834757834757835],[0.9566326530612244],[0.7551020408163265],[0.9861111111111112],[0.2976190476190476]
[0.6409796797942102],[0.8319088319088319],[0.9566326530612244],[0.6836734693877551],[0.20277777777777778],[0.44047619047619047]
[0.7054958078629657],[0.8290598290598291],[0.9617346938775508],[0.6938775510204082],[0.23055555555555557],[0.41666666666666663]
[0.6983273491886597],[0.8575498575498576],[0.9540816326530612],[0.6428571428571428],[0.2916666666666667],[0.38095238095238093]
[0.6326164780075196],[0.8917378917378918],[0.9617346938775508],[0.6122448979591836],[0.4027777777777778],[0.41666666666666663]
[0.5830346388435687],[0.8888888888888888],[0.9668367346938775],[0.6224489795918366],[0.3416666666666667],[0.3571428571428571]
[0.524492226336735],[0.8774928774928775],[0.9489795918367345],[0.6122448979591836],[0.33611111111111114],[0.34523809523809523]
[0.4820788458470901],[0.9116809116809117],[0.9642857142857142],[0.5918367346938775],[0.4027777777777778],[0.42857142857142855]
[0.39784945642399255],[0.8746438746438746],[0.9693877551020407],[0.6428571428571428],[0.325],[0.2976190476190476]
[0.43070489201456247],[0.8632478632478633],[0.971938775510204],[0.6632653061224489],[0.37777777777777777],[0.3571428571428571]
[0.47550775872897605],[0.8290598290598291],[0.971938775510204],[0.7142857142857142],[0.33055555555555555],[0.2857142857142857]
[0.5471923454720378],[0.7977207977207977],[0.9770408163265305],[0.7653061224489796],[0.25],[0.25]
[0.5495818316968065],[0.7834757834757835],[0.9795918367346939],[0.7959183673469387],[0.21666666666666667],[0.20238095238095236]
[0.5161290245500445],[0.7720797720797722],[0.9770408163265305],[0.8061224489795917],[0.2],[0.2857142857142857]
[0.42353643334025637],[0.7635327635327636],[0.9566326530612244],[0.7857142857142857],[0.2138888888888889],[0.3571428571428571]
[0.3446833879228885],[0.7578347578347578],[0.9693877551020407],[0.8163265306122448],[0.2138888888888889],[0.2619047619047619]
[0.26941457184267364],[0.7492877492877493],[0.9770408163265305],[0.846938775510204],[0.19166666666666668],[0.21428571428571427]
[0.20549581533011027],[0.7492877492877493],[0.9642857142857142],[0.8265306122448979],[0.225],[0.21428571428571427]
[0.1923536410938823],[0.7378917378917379],[0.9617346938775508],[0.836734693877551],[0.21944444444444444],[0.23809523809523808]
[0.19295101265007447],[0.7350427350427351],[0.9642857142857142],[0.846938775510204],[0.23611111111111113],[0.19047619047619047]
[0.22162484734729918],[0.7264957264957265],[0.9617346938775508],[0.8571428571428571],[0.05555555555555556],[0.13095238095238096]
[0.2138590171168008],[0.7150997150997151],[0.9566326530612244],[0.8673469387755102],[0.9916666666666667],[0.11904761904761904]
[0.35185184659719465],[0.7094017094017093],[0.9464285714285714],[0.8571428571428571],[0.075],[0.19047619047619047]
[0.5059737080947774],[0.7094017094017093],[0.9413265306122449],[0.846938775510204],[0.075],[0.15476190476190477]
[0.6672640282666662],[0.7321937321937322],[0.9515306122448979],[0.8265306122448979],[0.06666666666666667],[0.14285714285714285]
[0.7264038123296922],[0.7977207977207977],[0.9336734693877551],[0.6938775510204082],[0.3111111111111111],[0.2619047619047619]
[0.7210274683239626],[0.8233618233618233],[0.9362244897959182],[0.6632653061224489],[0.24444444444444446],[0.21428571428571427]
[0.6881720327333926],[0.8461538461538461],[0.9362244897959182],[0.6326530612244897],[0.35555555555555557],[0.41666666666666663]
[0.6129032166531777],[0.8632478632478633],[0.9183673469387754],[0.5816326530612245],[0.3666666666666667],[0.369047619047619]
[0.6403823082380181],[0.868945868945869],[0.9209183673469388],[0.5816326530612245],[0.36944444444444446],[0.42857142857142855]
[0.5800477810626078],[0.8603988603988604],[0.9285714285714284],[0.6020408163265306],[0.35000000000000003],[0.44047619047619047]
[0.5561529188149205],[0.8632478632478633],[0.9515306122448979],[0.6326530612244897],[0.3888888888888889],[0.46428571428571425]
[0.4611708413803638],[0.8660968660968661],[0.9464285714285714],[0.6224489795918366],[0.4166666666666667],[0.42857142857142855]
[0.5047789649823929],[0.8518518518518519],[0.9413265306122449],[0.6326530612244897],[0.3805555555555556],[0.3571428571428571]
[0.5161290245500445],[0.8176638176638177],[0.9387755102040816],[0.673469387755102],[0.3472222222222222],[0.32142857142857145]
[0.5035842218700086],[0.7806267806267806],[0.9387755102040816],[0.7244897959183673],[0.3416666666666667],[0.2619047619047619]
[0.5591397765958814],[0.7606837606837606],[0.9387755102040816],[0.7551020408163265],[0.38333333333333336],[0.19047619047619047]
[0.5418160014663083],[0.7578347578347578],[0.9413265306122449],[0.7653061224489796],[0.17222222222222222],[0.25]
[0.38590202530014894],[0.754985754985755],[0.9285714285714284],[0.7448979591836734],[0.41111111111111115],[0.15476190476190477]
[0.33273595679904483],[0.7435897435897436],[0.9285714285714284],[0.7653061224489796],[0.48055555555555557],[0.14285714285714285]
[0.3148148101132794],[0.7264957264957265],[0.9260204081632653],[0.7857142857142857],[0.7305555555555556],[0.13095238095238096]
[0.21027478777964775],[0.7122507122507122],[0.9234693877551019],[0.8061224489795917],[0.7694444444444445],[0.10714285714285714]
[0.2198327326787226],[0.698005698005698],[0.9209183673469388],[0.8265306122448979],[0.8305555555555556],[0.09523809523809523]
[0.19892472821199628],[0.6866096866096867],[0.9183673469387754],[0.836734693877551],[0.8277777777777778],[0.10714285714285714]
[0.21744324645395388],[0.6723646723646725],[0.9081632653061222],[0.846938775510204],[0.8416666666666667],[0.10714285714285714]
[0.21206690244822426],[0.6524216524216524],[0.8826530612244897],[0.8265306122448979],[0.788888888888889],[0.09523809523809523]
[0.359617676827693],[0.6296296296296297],[0.8418367346938774],[0.7857142857142857],[0.788888888888889],[0.11904761904761904]
[0.48685781829662755],[0.6296296296296297],[0.8367346938775508],[0.7755102040816326],[0.8361111111111111],[0.09523809523809523]
[0.6320191064513275],[0.717948717948718],[0.8775510204081631],[0.7142857142857142],[0.9916666666666667],[0.11904761904761904]
[0.7347670141163827],[0.8233618233618233],[0.8214285714285714],[0.49999999999999994],[0.9305555555555556],[0.05952380952380952]
[0.6881720327333924],[0.8888888888888888],[0.8418367346938774],[0.4591836734693877],[0.4777777777777778],[0.14285714285714285]
[0.6941457482953144],[0.8945868945868946],[0.8647959183673468],[0.47959183673469385],[0.4],[0.3571428571428571]
[0.6606929411485521],[0.8945868945868946],[0.9132653061224489],[0.5408163265306122],[0.4138888888888889],[0.4047619047619047]
[0.6296296202265589],[0.9031339031339032],[0.9030612244897958],[0.520408163265306],[0.37222222222222223],[0.32142857142857145]
[0.6075268726474481],[0.905982905982906],[0.8979591836734693],[0.5102040816326531],[0.39166666666666666],[0.3571428571428571]
[0.5824372672873765],[0.8974358974358975],[0.9234693877551019],[0.5510204081632653],[0.3888888888888889],[0.38095238095238093]
[0.5089605658757382],[0.8774928774928775],[0.9285714285714284],[0.5816326530612245],[0.3944444444444445],[0.3333333333333333]
[0.5232974832243505],[0.868945868945869],[0.9413265306122449],[0.6122448979591836],[0.375],[0.3333333333333333]
[0.5412186299101159],[0.8518518518518519],[0.9540816326530612],[0.6530612244897959],[0.3861111111111111],[0.2619047619047619]
[0.49283153385854933],[0.8005698005698006],[0.9617346938775508],[0.7346938775510203],[0.4027777777777778],[0.21428571428571427]
[0.5573476619273049],[0.7720797720797722],[0.9642857142857142],[0.7857142857142857],[0.3805555555555556],[0.13095238095238096]
[0.5292711987862724],[0.7578347578347578],[0.9693877551020407],[0.8163265306122448],[0.4166666666666667],[0.07142857142857142]
[0.39784945642399255],[0.7464387464387464],[0.9693877551020407],[0.836734693877551],[0.8583333333333334],[0.08333333333333333]
[0.35185184659719465],[0.7378917378917379],[0.9770408163265305],[0.8673469387755102],[0.638888888888889],[0.15476190476190477]
[0.25746714071883003],[0.7236467236467237],[0.9744897959183674],[0.8877551020408162],[0.6583333333333333],[0.10714285714285714]
[0.18697729708815264],[0.7094017094017093],[0.9617346938775508],[0.8877551020408162],[0.7611111111111112],[0.08333333333333333]
[0.17861409530146213],[0.6809116809116809],[0.9183673469387754],[0.846938775510204],[0.9194444444444445],[0.09523809523809523]
[0.13620071481181728],[0.6638176638176638],[0.8903061224489794],[0.8265306122448979],[0.8305555555555556],[0.07142857142857142]
[0.138590201036586],[0.6296296296296297],[0.8239795918367345],[0.7551020408163265],[0.7972222222222223],[0.11904761904761904]
[0.19295101265007447],[0.6296296296296297],[0.8214285714285714],[0.7448979591836734],[0.8777777777777778],[0.19047619047619047]
[0.3482676172600415],[0.6182336182336182],[0.7448979591836733],[0.6326530612244897],[0.8138888888888889],[0.11904761904761904]
[0.5005973640890476],[0.6153846153846154],[0.7372448979591837],[0.6224489795918366],[0.8222222222222223],[0.11904761904761904]
[0.6314217348951354],[0.717948717948718],[0.7653061224489794],[0.5408163265306122],[0.9527777777777778],[0.047619047619047616]
[0.719235353655386],[0.8233618233618233],[0.7397959183673468],[0.4081632653061224],[0.08611111111111111],[0.13095238095238096]
[0.6875746611772003],[0.9116809116809117],[0.8214285714285714],[0.4183673469387755],[0.35000000000000003],[0.17857142857142855]
[0.6839904318400473],[0.923076923076923],[0.8775510204081631],[0.4693877551020408],[0.4166666666666667],[0.25]
[0.6087216157598325],[0.923076923076923],[0.8954081632653059],[0.4897959183673469],[0.3861111111111111],[0.2619047619047619]
[0.6720430007162037],[0.9430199430199431],[0.9362244897959182],[0.520408163265306],[0.4083333333333333],[0.34523809523809523]
[0.6200716753274839],[0.9316239316239318],[0.971938775510204],[0.5816326530612245],[0.41944444444444445],[0.3571428571428571]
[0.5495818316968065],[0.9088319088319088],[0.9770408163265305],[0.6122448979591836],[0.33055555555555555],[0.34523809523809523]
[0.4970131347518946],[0.9088319088319088],[0.9770408163265305],[0.6122448979591836],[0.38333333333333336],[0.2857142857142857]
[0.5400238867977317],[0.8888888888888888],[0.9795918367346939],[0.6428571428571428],[0.3861111111111111],[0.2976190476190476]
[0.5627240059330345],[0.8717948717948718],[0.9846938775510203],[0.673469387755102],[0.40555555555555556],[0.25]
[0.5388291436853473],[0.8148148148148149],[0.9846938775510203],[0.7551020408163265],[0.39722222222222225],[0.21428571428571427]
[0.5465949739158457],[0.7863247863247864],[0.9872448979591837],[0.8061224489795917],[0.36388888888888893],[0.13095238095238096]
[0.5549581757025362],[0.7663817663817664],[0.9974489795918366],[0.8571428571428571],[0.35833333333333334],[0.11904761904761904]
[0.42771803423360166],[0.7492877492877493],[0.9872448979591837],[0.8673469387755102],[0.7916666666666667],[0.11904761904761904]
[0.3494623603724259],[0.7321937321937322],[0.9770408163265305],[0.8775510204081632],[0.7527777777777778],[0.13095238095238096]
[0.2735961727360189],[0.6923076923076923],[0.9107142857142856],[0.8163265306122448],[0.8361111111111111],[0.11904761904761904]
[0.19892472821199628],[0.6695156695156695],[0.8801020408163264],[0.7959183673469387],[0.925],[0.09523809523809523]
[0.16726403573381068],[0.6581196581196582],[0.8443877551020407],[0.7448979591836734],[0.8111111111111111],[0.13095238095238096]
[0.20669055844249465],[0.6410256410256411],[0.7423469387755102],[0.6020408163265306],[0.8111111111111111],[0.10714285714285714]
[0.2329749069149506],[0.6239316239316239],[0.7091836734693877],[0.5714285714285714],[0.8111111111111111],[0.13095238095238096]
[0.2168458748977617],[0.6153846153846154],[0.6887755102040816],[0.5510204081632653],[0.8277777777777778],[0.13095238095238096]
[0.3255674981247387],[0.6068376068376069],[0.6811224489795917],[0.5510204081632653],[0.8055555555555556],[0.10714285714285714]
[0.5197132538871975],[0.603988603988604],[0.6989795918367346],[0.5816326530612245],[0.8666666666666667],[0.07142857142857142]
[0.6451612806875555],[0.7065527065527066],[0.6836734693877551],[0.44897959183673464],[0.18333333333333335],[0.13095238095238096]
[0.7132616380934642],[0.8262108262108262],[0.7627551020408163],[0.42857142857142855],[0.18611111111111112],[0.047619047619047616]
[0.7144563812058485],[0.8945868945868946],[0.7091836734693877],[0.32653061224489793],[0.4666666666666667],[0.09523809523809523]
[0.6899641474019691],[0.945868945868946],[0.7244897959183673],[0.3061224489795918],[0.5083333333333333],[0.21428571428571427]
[0.6553165971428226],[0.9373219373219372],[0.8724489795918366],[0.44897959183673464],[0.3944444444444445],[0.2976190476190476]
[0.6523297393618617],[0.9316239316239318],[0.9362244897959182],[0.5306122448979591],[0.4222222222222222],[0.3571428571428571]
[0.6409796797942102],[0.923076923076923],[0.9668367346938775],[0.5816326530612245],[0.44722222222222224],[0.34523809523809523]
[0.6129032166531777],[0.9259259259259259],[0.9617346938775508],[0.5714285714285714],[0.47222222222222227],[0.369047619047619]
[0.5155316529938522],[0.9145299145299146],[0.9668367346938775],[0.5918367346938775],[0.40555555555555556],[0.3333333333333333]
[0.5358422859043864],[0.8917378917378918],[0.9770408163265305],[0.6326530612244897],[0.3944444444444445],[0.23809523809523808]
[0.5430107445786926],[0.8660968660968661],[0.9872448979591837],[0.6836734693877551],[0.4777777777777778],[0.2857142857142857]
[0.5836320103997609],[0.8205128205128206],[0.971938775510204],[0.7244897959183673],[0.40555555555555556],[0.15476190476190477]
[0.6051373864226793],[0.7977207977207977],[0.9872448979591837],[0.7857142857142857],[0.3805555555555556],[0.09523809523809523]
[0.5298685703424646],[0.7777777777777778],[0.9872448979591837],[0.8163265306122448],[0.7805555555555556],[0.07142857142857142]
[0.4283154057897938],[0.7578347578347578],[0.9795918367346939],[0.836734693877551],[0.7000000000000001],[0.09523809523809523]
[0.3590203052715008],[0.7350427350427351],[0.9285714285714284],[0.7755102040816326],[0.7166666666666667],[0.09523809523809523]
[0.27479091584840326],[0.7008547008547009],[0.8265306122448979],[0.6530612244897959],[0.7388888888888889],[0.10714285714285714]
[0.2246117051282601],[0.6723646723646725],[0.770408163265306],[0.6020408163265306],[0.7944444444444445],[0.08333333333333333]
[0.19175626953769012],[0.6495726495726496],[0.7653061224489794],[0.6224489795918366],[0.8555555555555556],[0.047619047619047616]
[0.1923536410938823],[0.6381766381766382],[0.721938775510204],[0.5714285714285714],[0.8361111111111111],[0.09523809523809523]
[0.2491039389321395],[0.6381766381766382],[0.7168367346938775],[0.5612244897959183],[0.8277777777777778],[0.09523809523809523]
[0.2903225763094],[0.6381766381766382],[0.7933673469387754],[0.6836734693877551],[0.85],[0.09523809523809523]
[0.3721624795077288],[0.6381766381766382],[0.8316326530612244],[0.7551020408163265],[0.8305555555555556],[0.10714285714285714]
[0.5041815934262008],[0.6267806267806268],[0.711734693877551],[0.5714285714285714],[0.8527777777777779],[0.11904761904761904]
[0.6254480193332135],[0.6809116809116809],[0.7857142857142856],[0.6122448979591836],[0.8444444444444444],[0.10714285714285714]
[0.7389486150097279],[0.7777777777777778],[0.9591836734693877],[0.7653061224489796],[0.5944444444444444],[0.14285714285714285]
[0.7544802754707246],[0.8404558404558404],[0.9464285714285714],[0.6530612244897959],[0.48333333333333334],[0.19047619047619047]
[0.6804062025028942],[0.8461538461538461],[0.9566326530612244],[0.6632653061224489],[0.425],[0.3333333333333333]
[0.6851851749524317],[0.8660968660968661],[0.9413265306122449],[0.6122448979591836],[0.375],[0.34523809523809523]
[0.6780167162781254],[0.8746438746438746],[0.9464285714285714],[0.6122448979591836],[0.45833333333333337],[0.38095238095238093]
[0.6481481384685164],[0.8860398860398861],[0.9566326530612244],[0.6122448979591836],[0.4444444444444445],[0.34523809523809523]
[0.6272401340017901],[0.8831908831908832],[0.9693877551020407],[0.6326530612244897],[0.4083333333333333],[0.3571428571428571]
[0.5029868503138164],[0.8746438746438746],[0.9617346938775508],[0.6326530612244897],[0.4305555555555556],[0.38095238095238093]
[0.5370370290167708],[0.8490028490028491],[0.9642857142857142],[0.673469387755102],[0.3861111111111111],[0.32142857142857145]
[0.5734766939444937],[0.8319088319088319],[0.9464285714285714],[0.6632653061224489],[0.375],[0.2619047619047619]
[0.5663082352701876],[0.7977207977207977],[0.9693877551020407],[0.7551020408163265],[0.45833333333333337],[0.22619047619047616]
[0.5567502903711128],[0.7777777777777778],[0.9744897959183674],[0.7959183673469387],[0.4444444444444445],[0.13095238095238096]
[0.5298685703424646],[0.7663817663817664],[0.9770408163265305],[0.8163265306122448],[0.5083333333333333],[0.13095238095238096]
[0.4498207818127124],[0.754985754985755],[0.971938775510204],[0.8265306122448979],[0.5722222222222223],[0.15476190476190477]
[0.35722819060292427],[0.7435897435897436],[0.971938775510204],[0.846938775510204],[0.5583333333333333],[0.19047619047619047]
[0.29868577809609054],[0.7293447293447294],[0.9693877551020407],[0.8673469387755102],[0.6694444444444445],[0.08333333333333333]
[0.25388291138167696],[0.717948717948718],[0.9642857142857142],[0.8775510204081632],[0.4444444444444445],[0.08333333333333333]
[0.1833930677509996],[0.7122507122507122],[0.9540816326530612],[0.8673469387755102],[0.11388888888888889],[0.14285714285714285]
[0.1571087192785436],[0.7150997150997151],[0.9846938775510203],[0.9285714285714285],[0.17500000000000002],[0.20238095238095236]
[0.19952209976818847],[0.7094017094017093],[0.9846938775510203],[0.9387755102040816],[0.325],[0.13095238095238096]
[0.21863798956633826],[0.7037037037037037],[0.9795918367346939],[0.9387755102040816],[0.21666666666666667],[0.13095238095238096]
[0.24731182426356293],[0.717948717948718],[0.9795918367346939],[0.9081632653061223],[0.3416666666666667],[0.11904761904761904]
[0.4283154057897938],[0.7122507122507122],[0.9846938775510203],[0.9285714285714285],[0.925],[0.16666666666666666]
[0.5842293819559531],[0.7435897435897436],[0.857142857142857],[0.6428571428571428],[0.9750000000000001],[0.38095238095238093]
[0.7270011838858843],[0.792022792022792],[0.8724489795918366],[0.6020408163265306],[0.9],[0.16666666666666666]
[0.7544802754707246],[0.8575498575498576],[0.8979591836734693],[0.5612244897959183],[0.6416666666666667],[0.21428571428571427]
[0.6971326060762753],[0.8746438746438746],[0.8214285714285714],[0.44897959183673464],[0.4916666666666667],[0.369047619047619]
[0.6827956887276629],[0.8490028490028491],[0.8903061224489794],[0.5612244897959183],[0.33333333333333337],[0.47619047619047616]
[0.6702508860476272],[0.8404558404558404],[0.8749999999999999],[0.5510204081632653],[0.3138888888888889],[0.38095238095238093]
[0.6421744229065947],[0.8347578347578348],[0.8928571428571428],[0.5816326530612245],[0.3111111111111111],[0.41666666666666663]
[0.5627240059330345],[0.8005698005698006],[0.8724489795918366],[0.5918367346938775],[0.2138888888888889],[0.6428571428571429]
[0.5328554281234255],[0.792022792022792],[0.8903061224489794],[0.6326530612244897],[0.20555555555555557],[0.6666666666666666]
[0.49880524942047116],[0.6894586894586895],[0.9285714285714284],[0.8571428571428571],[0.22777777777777777],[0.42857142857142855]
[0.5430107445786926],[0.6324786324786325],[0.8979591836734693],[0.8979591836734693],[0.9555555555555556],[0.3571428571428571]
[0.5286738272300803],[0.6552706552706553],[0.846938775510204],[0.7551020408163265],[0.07777777777777778],[0.32142857142857145]
[0.4647550707175168],[0.6296296296296297],[0.8137755102040816],[0.7346938775510203],[0.9777777777777779],[0.3333333333333333]
[0.4295101489021782],[0.6153846153846154],[0.7908163265306122],[0.7142857142857142],[0.09166666666666667],[0.30952380952380953]
[0.41517323155356584],[0.603988603988604],[0.7806122448979591],[0.7142857142857142],[0.11944444444444445],[0.20238095238095236]
[0.34289127325431196],[0.5982905982905983],[0.7755102040816326],[0.7142857142857142],[0.02777777777777778],[0.2976190476190476]
[0.2807646314103251],[0.5982905982905983],[0.770408163265306],[0.7040816326530611],[0.23055555555555557],[0.16666666666666666]
[0.2246117051282601],[0.5783475783475783],[0.770408163265306],[0.7346938775510203],[0.9527777777777778],[0.11904761904761904]
[0.18399043930719178],[0.5555555555555556],[0.7755102040816326],[0.7857142857142857],[0.8111111111111111],[0.13095238095238096]
[0.15591397616615926],[0.5384615384615384],[0.7576530612244897],[0.7755102040816326],[0.8666666666666667],[0.07142857142857142]
